x,y,dir,enemyCount,distBucket,move,face,q
-17,5,s,0,5,j,w,78.105508902908
17,-1,e,0,5,s,s,83.47846377985762
-9,2,s,0,3,j,s,230.35328615982024
17,-1,e,0,5,s,n,100.45349149552699
-11,-2,s,0,3,j,e,222.1264233688494
-9,2,s,0,3,j,n,230.393154260224
10,1,n,0,3,s,e,251.50336228681013
-8,10,e,0,4,s,n,164.619652958806
-4,1,n,0,1,h,e,332.18198949768106
18,-2,n,0,6,j,w,72.10867915968662
-9,2,s,0,3,j,e,230.3603534844528
-8,10,e,0,4,s,s,164.42595650686505
-14,0,n,0,4,h,w,134.05764004544608
-4,1,n,0,1,h,n,331.86032970945706
-14,0,n,0,4,h,s,128.5836579248924
18,-2,n,0,6,j,n,78.137033725447
15,3,s,0,5,h,s,174.8571896927225
-4,1,n,0,1,h,w,332.1311362314757
15,3,s,0,5,h,n,142.79264019320135
-4,1,n,0,1,h,s,332.24286082660217
-8,10,e,0,4,s,e,164.73098891561025
18,-2,n,0,6,j,s,80.70532054602496
15,3,s,0,5,h,e,179.32322418411724
-11,3,w,0,3,h,e,192.10450514134982
-14,-2,e,0,4,s,w,187.82223849533375
18,-2,n,0,6,k,e,79.03399903320565
-11,3,w,0,3,h,w,192.0880277340896
-14,-2,e,0,4,s,s,187.77467518107855
-14,0,n,0,4,h,n,131.38543299935532
-14,-2,e,0,4,s,n,187.70716572901932
-14,0,n,0,4,h,e,128.07415560362233
-11,3,w,0,3,h,n,191.9269070250986
-11,3,w,0,3,h,s,191.77650971878393
-14,-2,e,0,4,s,e,187.5669853821679
-11,-2,s,0,3,h,e,205.39844136668088
-11,-2,s,0,3,h,n,205.31854656453694
18,-2,n,0,6,k,s,72.0160882176826
13,4,w,0,4,h,s,186.8634563696137
18,-2,n,0,6,k,n,82.2954440822191
-11,-2,s,0,3,h,s,205.1900460764365
13,4,w,0,4,h,w,189.57987294027572
-11,-2,s,0,3,h,w,205.33023856714172
13,4,w,0,4,h,n,164.03864088575918
18,-2,n,0,6,k,w,60.84190290688206
13,4,w,0,4,l,w,160.08144268279517
13,4,w,0,4,l,n,126.63010092832462
13,4,w,0,4,l,s,159.937213058228
13,4,w,0,4,l,e,158.92923964884147
9,-9,s,0,4,l,w,152.39707069073992
9,-9,s,0,4,l,s,152.42496885744887
14,-10,n,0,5,j,w,112.68184875755892
14,-10,n,0,5,k,w,98.84822501691606
4,-9,w,0,3,s,n,221.54430386666064
14,-10,n,0,5,k,s,106.7960389920835
8,-4,e,2,2,s,e,26.432559838810946
12,4,e,2,4,s,s,86.69178736839578
4,-9,w,0,3,s,s,221.56982841521202
12,4,e,2,4,s,w,47.804763639258994
4,-9,w,0,3,s,w,221.6344206919821
14,-10,n,0,5,k,n,98.48029410609718
8,-4,e,2,2,s,s,47.87653741947993
14,-10,n,0,5,k,e,86.69673760060496
8,-4,e,2,2,s,w,129.52209311136738
4,-9,w,0,3,s,e,221.62081952404296
8,-4,e,2,2,s,n,43.80103431455832
13,4,w,0,4,k,s,187.296829044624
13,4,w,0,4,k,w,186.41099365266913
16,6,n,5,5,s,n,3.2863156685430877
